"","BROOD_YEAR","RELEASE_YEAR","STOCK_NAME","FACILITY_NAME","RELEASE_STAGE_NAME","RELEASE_SITE_NAME","REL_CU_NAME","REL_CU_INDEX","TotalRelease","SPECIES_NAME","STOCK_PROD_AREA_CODE","MRP_TAGCODE","STOCK_CU_NAME","STOCK_CU_INDEX","stocksite"
"2030",1993,1994,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",558144,"Chum","GSVI","NOCM9337","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2031",1997,1998,"Nanaimo R","Nanaimo River H","Fed Fry","Nanaimo R","GEORGIA STRAIT","CM-4",265553,"Chum","GSVI","NOCM97118","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2032",1998,1999,"Nanaimo R","Nanaimo River H","Fed Fry","Nanaimo R","GEORGIA STRAIT","CM-4",213874,"Chum","GSVI","NOCM9894","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2033",1999,2000,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",83363,"Chum","GSVI","NOCM9977","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2034",1999,2000,"Nanaimo R","Nanaimo River H","Fed Fry","Nanaimo R","GEORGIA STRAIT","CM-4",245766,"Chum","GSVI","NOCM9979","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2035",2000,2001,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",189000,"Chum","GSVI","NOCM0005","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2036",2000,2001,"Nanaimo R","Nanaimo River H","Fed Fry","Nanaimo R","GEORGIA STRAIT","CM-4",433000,"Chum","GSVI","NOCM0006","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2037",2001,2002,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",250660,"Chum","GSVI","NOCM0106","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2038",2001,2002,"Nanaimo R","Nanaimo River H","Fed Fry","Nanaimo R","GEORGIA STRAIT","CM-4",234104,"Chum","GSVI","NOCM0107","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2039",2002,2003,"Nanaimo R","Nanaimo River H","Fed Fry","Nanaimo R","GEORGIA STRAIT","CM-4",214982,"Chum","GSVI","NOCM02187","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2040",2003,2004,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",313462,"Chum","GSVI","NOCM0325","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2041",2003,2004,"Nanaimo R","Nanaimo River H","Fed Fry","Nanaimo R","GEORGIA STRAIT","CM-4",241225,"Chum","GSVI","NOCM0326","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2042",2004,2005,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",563254,"Chum","GSVI","NOCM0454","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2043",2004,2005,"Nanaimo R","Nanaimo River H","Fed Fry","Nanaimo R","GEORGIA STRAIT","CM-4",229930,"Chum","GSVI","NOCM0455","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2044",2005,2006,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",137500,"Chum","GSVI","NOCM0570","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2045",2006,2007,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",463202,"Chum","GSVI","NOCM0698","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2046",2007,2008,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",470459,"Chum","GSVI","NOCM07119","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2047",2008,2009,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",491482,"Chum","GSVI","NOCM0863","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2048",2009,2010,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",373022,"Chum","GSVI","NOCM0974","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2049",2010,2011,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",216901,"Chum","GSVI","NOCM1034","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2050",2011,2012,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",455613,"Chum","GSVI","NOCM11104","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2051",2012,2013,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",409069,"Chum","GSVI","NOCM1246","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2052",2013,2014,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",471025,"Chum","GSVI","NOCM1324","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2053",2014,2015,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",463030,"Chum","GSVI","NOCM14115","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2054",2015,2016,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",435122,"Chum","GSVI","NOCM1564","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2055",2016,2017,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",463337,"Chum","GSVI","NOCM1695","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2056",2017,2018,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",388300,"Chum","GSVI","NOCM1749","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2057",2019,2020,"Nanaimo R","Nanaimo River H","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",281412,"Chum","GSVI","NOCM1955","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2058",1989,1990,"Nanaimo R","Nanaimo Schools","Unfed","Nanaimo R","GEORGIA STRAIT","CM-4",150,"Chum","GSVI","NOCM89103","GEORGIA STRAIT","CM-4","Nanaimo R:Nanaimo R"
"2059",1987,1988,"Nimpkish R","Vancouver Is North Sch","Unfed","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",180,"Chum","JNST","NOCM8779","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2060",1988,1989,"Nimpkish R","Vancouver Is North Sch","Unfed","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",270,"Chum","JNST","NOCM8863","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2061",1989,1990,"Nimpkish R","Vancouver Is North Sch","Unfed","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",450,"Chum","JNST","NOCM89101","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2062",1990,1991,"Nimpkish R","Vancouver Is North Sch","Unfed","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",450,"Chum","JNST","NOCM90139","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2063",1991,1992,"Nimpkish R","Vancouver Is North Sch","Unfed","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",350,"Chum","JNST","NOCM9150","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2064",1992,1993,"Nimpkish R","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",300,"Chum","JNST","NOCM92116","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2065",1993,1994,"Nimpkish R","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",490,"Chum","JNST","NOCM9378","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2066",1994,1995,"Nimpkish R","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",490,"Chum","JNST","NOCM94110","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2067",1995,1996,"Nimpkish R","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",320,"Chum","JNST","NOCM95138","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2068",1996,1997,"Nimpkish R","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",400,"Chum","JNST","NOCM96141","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2069",1997,1998,"Nimpkish R","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",400,"Chum","JNST","NOCM97127","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2070",2004,2005,"Nimpkish R","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",83,"Chum","JNST","NOCM0442","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2071",2009,2010,"Nimpkish R","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",100,"Chum","JNST","NOCM09110","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2072",2011,2012,"Nimpkish R","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",186,"Chum","JNST","NOCM11116","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R"
"2073",1979,1980,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",57580,"Chum","JNST","NOCM7909","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2074",1980,1981,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",170000,"Chum","JNST","NOCM8012","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2075",1981,1982,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",233793,"Chum","JNST","RV8110","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2076",1982,1983,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",288078,"Chum","JNST","NOCM8229","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2077",1983,1984,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",200169,"Chum","JNST","NOCM8325","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2078",1983,1984,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",202218,"Chum","JNST","NOCM8326","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2079",1984,1985,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",103475,"Chum","JNST","NOCM8430","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2080",1985,1986,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",387235,"Chum","JNST","NOCM8534","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2081",1985,1986,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",513223,"Chum","JNST","NOCM8535","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2082",1986,1987,"Nimpkish R Low","Gwa'ni H","Unfed","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",467607,"Chum","JNST","NOCM8682","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2083",1986,1987,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",419314,"Chum","JNST","NOCM8683","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2084",1987,1988,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",4000,"Chum","JNST","NOCM8728","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R Low"
"2085",1987,1988,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",425260,"Chum","JNST","NOCM8729","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R Low"
"2086",1988,1989,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",1103316,"Chum","JNST","NOCM8877","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2087",1989,1990,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",109226,"Chum","JNST","20456","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2088",1989,1990,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",109437,"Chum","JNST","20457","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2089",1989,1990,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",108653,"Chum","JNST","20458","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2090",1989,1990,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",516198,"Chum","JNST","NOCM8944","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2091",1989,1990,"Nimpkish R Low","Gwa'ni H","Unfed","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",175603,"Chum","JNST","NOCM8963","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2092",1990,1991,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",129315,"Chum","JNST","180234","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2093",1990,1991,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",130131,"Chum","JNST","180235","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2094",1990,1991,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",129618,"Chum","JNST","180236","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2095",1990,1991,"Nimpkish R Low","Gwa'ni H","Unfed","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",183230,"Chum","JNST","NOCM90145","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2096",1990,1991,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",284445,"Chum","JNST","NOCM90146","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2097",1990,1991,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",53975,"Chum","JNST","NOCM90147","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2098",1990,1991,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",3500,"Chum","JNST","NOCM90148","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2099",1991,1992,"Nimpkish R Low","Gwa'ni H","Unfed","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",1012320,"Chum","JNST","NOCM91149","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2100",1991,1992,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",199644,"Chum","JNST","NOCM91150","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2101",1992,1993,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",1168015,"Chum","JNST","181239","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R Low"
"2102",1993,1994,"Nimpkish R Low","Gwa'ni H","Unfed","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",842956,"Chum","JNST","NOCM9317","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2103",1993,1994,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",416484,"Chum","JNST","NOCM9319","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2104",1994,1995,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish Lk","NORTHEAST VANCOUVER ISLAND","CM-5",63124,"Chum","JNST","NOCM9419","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish Lk:Nimpkish R Low"
"2105",1994,1995,"Nimpkish R Low","Gwa'ni H","Unfed","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",173316,"Chum","JNST","NOCM9417","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2106",1994,1995,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",469796,"Chum","JNST","NOCM9418","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2107",1994,1995,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",2039282,"Chum","JNST","NOCM9420","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2108",1995,1996,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",3212503,"Chum","JNST","NOCM95140","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2109",1996,1997,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",412546,"Chum","JNST","NOCM9698","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2110",1997,1998,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",4053026,"Chum","JNST","NOCM9761","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2111",1998,1999,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",4226103,"Chum","JNST","NOCM9895","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2112",1999,2000,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",35200,"Chum","JNST","NOCM9990","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R Low"
"2113",2000,2001,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",15523,"Chum","JNST","NOCM00116","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2114",2001,2002,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",5526105,"Chum","JNST","NOCM0178","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2115",2002,2003,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",4075392,"Chum","JNST","NOCM02168","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2116",2004,2005,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",481315,"Chum","JNST","NOCM0401","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2117",2005,2006,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",5786695,"Chum","JNST","NOCM0501","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2118",2006,2007,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",64080,"Chum","JNST","NOCM06144","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2119",2008,2009,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",721003,"Chum","JNST","NOCM0886","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2120",2010,2011,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",374385,"Chum","JNST","NOCM1008","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2121",2011,2012,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",11601,"Chum","JNST","NOCM1122","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2122",2012,2013,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",123294,"Chum","JNST","NOCM1247","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2123",2013,2014,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",473825,"Chum","JNST","NOCM1383","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2124",2014,2015,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",473722,"Chum","JNST","NOCM1431","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2125",2015,2016,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",12341,"Chum","JNST","NOCM1562","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2126",2016,2017,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",99744,"Chum","JNST","NOCM1691","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2127",2016,2017,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",74460,"Chum","JNST","NOCM1692","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2128",2017,2018,"Nimpkish R Low","Gwa'ni H","Fed Fry","Nimpkish R Low","NORTHEAST VANCOUVER ISLAND","CM-5",8974,"Chum","JNST","NOCM17139","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R Low:Nimpkish R Low"
"2129",2016,2017,"Nimpkish R Low","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",98,"Chum","JNST","NOCM1694","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R Low"
"2130",2017,2018,"Nimpkish R Low","Vancouver Is North Sch","Fed Fry","Nimpkish R","NORTHEAST VANCOUVER ISLAND","CM-5",50,"Chum","JNST","NOCM17141","NORTHEAST VANCOUVER ISLAND","CM-5","Nimpkish R:Nimpkish R Low"
"2131",1999,2000,"Oyster R","Oyster River H","Fed Fry","Oyster R","GEORGIA STRAIT","CM-4",125000,"Chum","GSVI","NOCM99113","GEORGIA STRAIT","CM-4","Oyster R:Oyster R"
"2132",2000,2001,"Oyster R","Oyster Estuary Seapen","Seapen","Oyster Est","GEORGIA STRAIT","CM-4",20000,"Chum","GSVI","NOCM00168","GEORGIA STRAIT","CM-4","Oyster Est:Oyster R"
"2133",2001,2002,"Oyster R","Oyster River H","Unfed","Oyster R","GEORGIA STRAIT","CM-4",185000,"Chum","GSVI","NOCM0174","GEORGIA STRAIT","CM-4","Oyster R:Oyster R"
"2134",2001,2002,"Oyster R","Oyster River H","Fed Fry","Oyster R","GEORGIA STRAIT","CM-4",185000,"Chum","GSVI","NOCM0175","GEORGIA STRAIT","CM-4","Oyster R:Oyster R"
"2135",2002,2003,"Oyster R","Oyster River H","Fed Fry","Oyster R","GEORGIA STRAIT","CM-4",366000,"Chum","GSVI","NOCM02149","GEORGIA STRAIT","CM-4","Oyster R:Oyster R"
"2136",2003,2004,"Oyster R","Oyster River H","Fed Fry","Oyster R","GEORGIA STRAIT","CM-4",280000,"Chum","GSVI","NOCM0335","GEORGIA STRAIT","CM-4","Oyster R:Oyster R"
"2137",2004,2005,"Oyster R","Oyster River H","Unfed","Oyster R","GEORGIA STRAIT","CM-4",2e+05,"Chum","GSVI","NOCM04120","GEORGIA STRAIT","CM-4","Oyster R:Oyster R"
"2138",2004,2005,"Oyster R","Oyster River H","Fed Fry","Oyster R","GEORGIA STRAIT","CM-4",170000,"Chum","GSVI","NOCM04121","GEORGIA STRAIT","CM-4","Oyster R:Oyster R"
